Country_code,Country_name,GOR_code,GOR_name,Old_LA_Code,New_LA_Code,LA_Name,ELG_1_Emerge,ELG_1_Expect,ELG_1_Exceed,ELG_1_ At least,ELG_2_Emerge,ELG_2_Expect,ELG_2_Exceed,ELG_2_ At least,ELG_3_Emerge,ELG_3_Expect,ELG_3_Exceed,ELG_3_ At least,ELG_4_Emerge,ELG_4_Expect,ELG_4_Exceed,ELG_4_ At least,ELG_5_Emerge,ELG_5_Expect,ELG_5_Exceed,ELG_5_ At least,ELG_6_Emerge,ELG_6_Expect,ELG_6_Exceed,ELG_6_ At least,ELG_7_Emerge,ELG_7_Expect,ELG_7_Exceed,ELG_7_ At least,ELG_8_Emerge,ELG_8_Expect,ELG_8_Exceed,ELG_8_ At least,ELG_9_Emerge,ELG_9_Expect,ELG_9_Exceed,ELG_9_ At least,ELG_10_Emerge,ELG_10_Expect,ELG_10_Exceed,ELG_10_ At least,ELG_11_Emerge,ELG_11_Expect,ELG_11_Exceed,ELG_11_ At least,ELG_12_Emerge,ELG_12_Expect,ELG_12_Exceed,ELG_12_ At least,ELG_13_Emerge,ELG_13_Expect,ELG_13_Exceed,ELG_13_ At least,ELG_14_Emerge,ELG_14_Expect,ELG_14_Exceed,ELG_14_ At least,ELG_15_Emerge,ELG_15_Expect,ELG_15_Exceed,ELG_15_ At least,ELG_16_Emerge,ELG_16_Expect,ELG_16_Exceed,ELG_16_ At least,ELG_17_Emerge,ELG_17_Expect,ELG_17_Exceed,ELG_17_ At least
E92000001,England,E12000002,North West,342,E08000013,St. Helens,383,1341,439,1780,363,1364,436,1800,384,1417,362,1779,285,1550,328,1878,277,1547,339,1886,300,1481,382,1863,353,1464,346,1810,306,1512,345,1857,572,1240,351,1591,654,1289,220,1509,512,1346,305,1651,451,1439,273,1712,382,1541,240,1781,367,1527,269,1796,238,1707,218,1925,356,1508,299,1807,357,1546,260,1806
E92000001,England,E12000002,North West,343,E08000014,Sefton,426,1973,608,2581,404,1991,612,2603,414,2079,514,2593,306,2237,464,2701,212,2225,570,2795,274,2242,491,2733,334,2243,430,2673,283,2296,428,2724,709,1853,445,2298,790,1938,279,2217,632,1998,377,2375,528,2139,340,2479,377,2334,296,2630,363,2292,352,2644,176,2528,303,2831,317,2330,360,2690,327,2378,302,2680
E92000001,England,E12000002,North West,344,E08000015,Wirral,698,2497,751,3248,660,2558,728,3286,652,2759,535,3294,587,2981,378,3359,423,3126,397,3523,524,2890,532,3422,579,2888,479,3367,505,2964,477,3441,960,2385,601,2986,1119,2596,231,2827,873,2636,437,3073,786,2795,365,3160,598,3000,348,3348,601,2925,420,3345,368,3262,316,3578,560,3012,374,3386,565,3041,340,3381
E92000001,England,E12000002,North West,350,E08000001,Bolton,846,2479,833,3312,870,2445,843,3288,894,2555,709,3264,594,2861,703,3564,594,2790,774,3564,675,2738,745,3483,714,2773,671,3444,664,2857,637,3494,1176,2270,712,2982,1307,2322,529,2851,1114,2416,628,3044,1044,2517,597,3114,905,2721,532,3253,936,2670,552,3222,560,2956,642,3598,730,2888,540,3428,797,2845,516,3361
E92000001,England,E12000002,North West,351,E08000002,Bury,312,1592,577,2169,328,1592,561,2153,344,1624,513,2137,250,1723,508,2231,198,1637,646,2283,269,1782,430,2212,291,1803,387,2190,242,1867,372,2239,608,1452,421,1873,694,1514,273,1787,582,1548,351,1899,484,1653,344,1997,355,1751,375,2126,374,1701,406,2107,125,1497,859,2356,237,1809,435,2244,247,1787,447,2234
E92000001,England,E12000002,North West,352,E08000003,Manchester,1473,4486,1240,5726,1481,4444,1274,5718,1549,4580,1070,5650,1112,5141,946,6087,1090,5109,1000,6109,1212,5010,977,5987,1198,5132,869,6001,1082,5231,886,6117,2123,3946,1130,5076,2267,4226,706,4932,1898,4394,907,5301,1856,4530,813,5343,1540,4904,755,5659,1549,4875,775,5650,912,5586,701,6287,1283,5184,732,5916,1330,5203,666,5869
E92000001,England,E12000002,North West,353,E08000004,Oldham,668,2122,592,2714,721,2095,566,2661,717,2209,456,2665,494,2411,477,2888,499,2403,480,2883,617,2281,484,2765,621,2372,389,2761,549,2437,396,2833,1059,1854,469,2323,1152,1902,328,2230,994,2009,379,2388,926,2126,330,2456,825,2257,300,2557,808,2273,301,2574,441,2681,260,2941,726,2320,336,2656,744,2330,308,2638
E92000001,England,E12000002,North West,354,E08000005,Rochdale,651,1981,471,2452,675,1919,509,2428,681,1990,432,2422,533,2218,352,2570,446,2231,426,2657,557,2171,375,2546,570,2233,300,2533,524,2250,329,2579,969,1723,411,2134,1059,1809,235,2044,888,1896,319,2215,837,2018,248,2266,666,2174,263,2437,686,2123,294,2417,390,2317,396,2713,576,2216,311,2527,614,2234,255,2489
E92000001,England,E12000002,North West,355,E08000006,Salford,568,2208,548,2756,593,2171,560,2731,628,2240,456,2696,434,2433,457,2890,336,2495,493,2988,437,2443,444,2887,476,2477,371,2848,392,2542,390,2932,860,1935,529,2464,972,2031,321,2352,749,2151,424,2575,663,2268,393,2661,518,2530,276,2806,513,2503,308,2811,291,2788,245,3033,462,2503,359,2862,484,2522,318,2840
E92000001,England,E12000002,North West,356,E08000007,Stockport,483,2210,971,3181,459,2186,1019,3205,476,2319,869,3188,418,2435,811,3246,272,2453,939,3392,355,2527,782,3309,413,2468,783,3251,348,2580,736,3316,838,2001,825,2826,953,2180,531,2711,738,2236,690,2926,608,2348,708,3056,471,2517,676,3193,459,2461,744,3205,213,2420,1031,3451,369,2496,799,3295,367,2543,754,3297
E92000001,England,E12000002,North West,357,E08000008,Tameside,565,1996,527,2523,586,1967,535,2502,597,2059,432,2491,435,2309,344,2653,390,2337,361,2698,464,2216,408,2624,485,2287,316,2603,419,2320,349,2669,877,1769,442,2211,987,1881,220,2101,777,1949,362,2311,750,2037,301,2338,627,2197,264,2461,663,2118,307,2425,319,2567,202,2769,521,2257,310,2567,519,2274,295,2569
E92000001,England,E12000002,North West,358,E08000009,Trafford,346,1712,1103,2815,354,1708,1099,2807,370,1803,988,2791,276,1863,1022,2885,217,1837,1107,2944,276,1919,966,2885,307,1949,905,2854,260,1958,943,2901,625,1637,899,2536,755,1845,561,2406,580,1780,801,2581,524,1813,824,2637,388,1961,812,2773,399,1883,879,2762,174,1893,1094,2987,324,2011,826,2837,311,2030,820,2850
E92000001,England,E12000002,North West,359,E08000010,Wigan,634,2466,696,3162,654,2421,721,3142,614,2562,620,3182,511,2731,554,3285,433,2785,578,3363,499,2710,587,3297,532,2733,531,3264,487,2785,524,3309,949,2256,591,2847,1095,2286,415,2701,899,2367,530,2897,830,2511,455,2966,705,2675,416,3091,720,2639,437,3076,453,2945,398,3343,666,2682,448,3130,645,2744,407,3151
E92000001,England,E12000002,North West,876,E06000006,Halton,297,1071,202,1273,299,1062,209,1271,288,1097,185,1282,231,1193,146,1339,195,1202,173,1375,239,1174,157,1331,262,1161,147,1308,226,1191,153,1344,515,891,164,1055,592,902,76,978,456,1000,114,1114,439,1043,88,1131,338,1139,93,1232,332,1139,99,1238,161,1311,98,1409,282,1176,112,1288,278,1184,108,1292
E92000001,England,E12000002,North West,877,E06000007,Warrington,396,1546,668,2214,395,1530,685,2215,395,1604,611,2215,297,1767,546,2313,229,1697,684,2381,291,1720,599,2319,299,1766,545,2311,283,1785,542,2327,651,1357,602,1959,705,1498,407,1905,547,1532,531,2063,485,1615,510,2125,363,1807,440,2247,366,1740,504,2244,143,1885,582,2467,311,1862,437,2299,315,1891,404,2295
E92000001,England,E12000002,North West,888,E10000017,Lancashire,2050,8644,3376,12020,2038,8584,3448,12032,2197,9045,2828,11873,1627,9698,2745,12443,1216,9625,3229,12854,1483,9759,2828,12587,1674,9813,2583,12396,1459,10032,2579,12611,3317,7846,2907,10753,3868,8218,1984,10202,3077,8511,2482,10993,2764,9020,2286,11306,2083,9914,2073,11987,2063,9731,2276,12007,1271,10911,1888,12799,1805,10047,2218,12265,1785,10087,2198,12285
E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,405,1355,448,1803,408,1357,443,1800,446,1415,347,1762,343,1508,357,1865,244,1508,456,1964,306,1528,374,1902,306,1553,349,1902,294,1594,320,1914,618,1194,396,1590,688,1246,274,1520,566,1343,299,1642,522,1428,258,1686,411,1520,277,1797,421,1537,250,1787,260,1676,272,1948,341,1551,316,1867,353,1533,322,1855
E92000001,England,E12000002,North West,890,E06000009,Blackpool,275,1149,287,1436,290,1131,290,1421,291,1188,232,1420,205,1349,157,1506,183,1309,219,1528,213,1284,214,1498,227,1316,168,1484,181,1375,155,1530,442,1043,226,1269,534,1040,137,1177,416,1109,186,1295,376,1161,174,1335,297,1302,112,1414,290,1269,152,1421,155,1422,134,1556,236,1310,165,1475,231,1331,149,1480
E92000001,England,E12000002,North West,895,E06000049,Cheshire East,596,2690,1011,3701,590,2675,1032,3707,608,2836,853,3689,480,3066,751,3817,327,3039,931,3970,413,3052,832,3884,492,3010,795,3805,394,3151,752,3903,996,2384,917,3301,1084,2633,580,3213,863,2657,777,3434,736,2843,718,3561,542,3086,669,3755,569,2979,749,3728,288,3370,639,4009,489,3079,729,3808,485,3160,652,3812
E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,505,2252,1254,3506,505,2256,1250,3506,552,2396,1063,3459,400,2660,951,3611,330,2549,1132,3681,398,2557,1056,3613,471,2607,933,3540,374,2704,933,3637,953,2173,885,3058,1088,2440,483,2923,841,2407,763,3170,683,2541,787,3328,514,2699,798,3497,513,2614,884,3498,195,2782,1034,3816,439,2751,821,3572,437,2811,763,3574
E92000001,England,E12000002,North West,909,E10000006,Cumbria,690,3293,1054,4347,675,3303,1059,4362,672,3510,855,4365,565,3602,870,4472,392,3761,884,4645,510,3690,837,4527,593,3779,665,4444,498,3844,695,4539,1183,2965,889,3854,1471,3079,487,3566,1067,3259,711,3970,860,3576,601,4177,595,3913,529,4442,611,3714,712,4426,336,3916,785,4701,525,3825,687,4512,555,3801,681,4482
E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,467,2257,1007,3264,450,2259,1022,3281,458,2394,879,3273,324,2651,756,3407,317,2579,835,3414,377,2510,844,3354,424,2550,757,3307,365,2591,775,3366,705,2162,864,3026,769,2338,624,2962,643,2321,767,3088,585,2420,726,3146,475,2556,700,3256,464,2542,725,3267,236,2772,723,3495,330,2684,717,3401,358,2678,695,3373
E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,611,2363,824,3187,644,2370,784,3154,662,2453,683,3136,429,2695,674,3369,424,2646,728,3374,503,2649,646,3295,502,2741,555,3296,475,2756,567,3323,939,2125,734,2859,991,2371,436,2807,789,2450,559,3009,785,2563,450,3013,686,2689,423,3112,667,2699,432,3131,420,2980,398,3378,531,2780,487,3267,554,2820,424,3244
E92000001,England,E13000002,Outer London,302,E09000003,Barnet,531,2832,1236,4068,582,2815,1202,4017,628,2895,1076,3971,488,3386,725,4111,354,3182,1063,4245,487,3207,905,4112,518,3281,800,4081,433,3360,806,4166,949,2764,886,3650,1148,2975,476,3451,812,2975,812,3787,795,3063,741,3804,658,3113,828,3941,645,3087,867,3954,307,3415,877,4292,471,3304,824,4128,506,3285,808,4093
E92000001,England,E13000002,Outer London,303,E09000004,Bexley,359,2179,800,2979,384,2154,800,2954,412,2208,718,2926,274,2347,717,3064,227,2339,772,3111,302,2328,708,3036,306,2377,655,3032,285,2435,618,3053,577,2027,734,2761,676,2163,499,2662,514,2171,653,2824,485,2236,617,2853,366,2490,482,2972,356,2419,563,2982,192,2637,509,3146,254,2494,590,3084,265,2510,563,3073
E92000001,England,E13000002,Outer London,304,E09000005,Brent,661,2566,721,3287,649,2544,755,3299,718,2589,641,3230,401,2944,603,3547,369,2980,599,3579,544,2818,586,3404,561,2905,482,3387,485,2944,519,3463,985,2312,651,2963,1076,2489,383,2872,837,2596,515,3111,827,2703,418,3121,717,2796,435,3231,710,2797,441,3238,337,3163,448,3611,456,2986,506,3492,519,2957,472,3429
E92000001,England,E13000002,Outer London,305,E09000006,Bromley,424,2717,989,3706,438,2709,983,3692,453,2756,921,3677,360,2991,779,3770,266,2984,880,3864,377,2942,811,3753,414,2970,746,3716,353,3033,744,3777,675,2516,939,3455,788,2835,507,3342,619,2736,775,3511,539,2806,785,3591,448,2933,749,3682,433,2875,822,3697,224,3211,695,3906,333,3081,716,3797,321,3054,755,3809
E92000001,England,E13000002,Outer London,306,E09000008,Croydon,751,3265,1036,4301,762,3258,1032,4290,759,3351,942,4293,548,3728,776,4504,485,3780,787,4567,588,3562,902,4464,635,3602,815,4417,565,3671,816,4487,1030,3092,930,4022,1206,3248,598,3846,933,3355,764,4119,897,3489,666,4155,786,3645,621,4266,790,3624,638,4262,452,4114,486,4600,610,3734,708,4442,595,3793,664,4457
E92000001,England,E13000002,Outer London,307,E09000009,Ealing,684,2817,1014,3831,710,2763,1042,3805,749,2821,945,3766,426,3139,950,4089,423,3101,991,4092,564,3045,906,3951,579,3144,792,3936,507,3171,837,4008,1001,2602,912,3514,1142,2664,709,3373,873,2833,809,3642,866,2913,736,3649,714,3056,745,3801,718,3058,739,3797,360,3460,695,4155,469,3293,753,4046,520,3254,741,3995
E92000001,England,E13000002,Outer London,308,E09000010,Enfield,803,2995,872,3867,869,2872,929,3801,931,2951,788,3739,586,3353,731,4084,527,3321,822,4143,644,3218,808,4026,685,3310,675,3985,613,3352,705,4057,1280,2603,787,3390,1411,2763,496,3259,1137,2886,647,3533,1068,3057,545,3602,883,3197,590,3787,857,3186,627,3813,439,3568,663,4231,604,3344,722,4066,607,3336,727,4063
E92000001,England,E13000002,Outer London,310,E09000015,Harrow,433,2113,641,2754,465,2066,656,2722,512,2146,529,2675,271,2373,543,2916,244,2415,528,2943,358,2271,558,2829,327,2382,478,2860,280,2460,447,2907,663,1912,612,2524,760,2014,413,2427,610,2082,495,2577,573,2168,446,2614,477,2324,386,2710,480,2255,452,2707,229,2610,348,2958,322,2352,513,2865,358,2376,453,2829
E92000001,England,E13000002,Outer London,311,E09000016,Havering,360,2405,551,2956,378,2446,492,2938,383,2525,408,2933,241,2765,310,3075,182,2810,324,3134,244,2688,384,3072,291,2740,285,3025,226,2832,258,3090,691,2197,428,2625,814,2298,204,2502,604,2457,255,2712,495,2636,185,2821,324,2767,225,2992,343,2735,238,2973,90,2814,412,3226,207,2757,352,3109,204,2753,359,3112
E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,514,2867,897,3764,577,2806,895,3701,585,2968,725,3693,390,3114,774,3888,369,2992,917,3909,449,3089,740,3829,482,3177,619,3796,396,3238,644,3882,937,2495,846,3341,1034,2743,501,3244,845,2817,616,3433,718,2975,585,3560,598,3170,510,3680,590,3156,532,3688,340,3405,533,3938,400,3272,606,3878,457,3276,545,3821
E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,530,2251,860,3111,575,2227,839,3066,604,2289,748,3037,351,2650,640,3290,421,2602,618,3220,447,2542,652,3194,470,2615,556,3171,399,2638,604,3242,848,2117,676,2793,936,2301,404,2705,787,2285,569,2854,745,2408,488,2896,626,2442,573,3015,648,2435,558,2993,188,2756,697,3453,423,2632,586,3218,457,2654,530,3184
E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,143,1013,873,1886,158,1045,826,1871,174,1094,761,1855,116,1284,629,1913,124,1231,674,1905,158,1267,604,1871,185,1316,528,1844,161,1340,528,1868,350,1178,501,1679,456,1264,309,1573,289,1325,415,1740,265,1339,425,1764,204,1258,567,1825,206,1273,550,1823,90,1342,597,1939,140,1252,637,1889,164,1295,570,1865
E92000001,England,E13000002,Outer London,315,E09000024,Merton,265,1536,748,2284,306,1521,722,2243,323,1579,647,2226,200,1782,567,2349,191,1729,629,2358,274,1723,552,2275,301,1756,492,2248,242,1784,523,2307,533,1495,521,2016,618,1615,316,1931,469,1617,463,2080,447,1656,446,2102,337,1721,491,2212,340,1695,514,2209,165,1893,491,2384,263,1794,492,2286,275,1814,460,2274
E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,609,2460,1459,3919,666,2449,1413,3862,695,2559,1274,3833,422,2707,1399,4106,435,2583,1510,4093,488,2786,1254,4040,522,2859,1147,4006,454,2935,1139,4074,957,2416,1155,3571,1087,2768,673,3441,873,2725,930,3655,827,2771,930,3701,677,2901,950,3851,694,2885,949,3834,301,2864,1363,4227,454,2902,1172,4074,484,2977,1067,4044
E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,127,1351,1211,2562,158,1358,1173,2531,182,1403,1104,2507,129,1795,765,2560,116,1740,833,2573,155,1721,813,2534,201,1774,714,2488,164,1792,733,2525,386,1577,726,2303,517,1738,434,2172,344,1693,652,2345,263,1713,713,2426,177,1705,807,2512,188,1671,830,2501,82,1787,820,2607,114,1779,796,2575,143,1773,773,2546
E92000001,England,E13000002,Outer London,319,E09000029,Sutton,396,1592,646,2238,402,1573,659,2232,422,1669,543,2212,316,1742,576,2318,231,1806,597,2403,293,1764,577,2341,311,1786,537,2323,280,1834,520,2354,582,1503,549,2052,686,1537,411,1948,533,1592,509,2101,503,1676,455,2131,386,1756,492,2248,376,1740,518,2258,221,1941,472,2413,306,1809,519,2328,292,1854,488,2342
E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,512,2394,915,3309,559,2323,939,3262,601,2385,835,3220,364,2692,765,3457,320,2701,800,3501,409,2619,793,3412,416,2706,699,3405,371,2704,746,3450,843,2236,742,2978,899,2355,567,2922,715,2407,699,3106,668,2492,661,3153,544,2536,741,3277,552,2524,745,3269,295,2872,654,3526,395,2674,752,3426,415,2694,712,3406
E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,752,4062,1704,5766,710,4063,1745,5808,790,4311,1417,5728,543,4646,1329,5975,414,4526,1578,6104,591,4547,1380,5927,645,4677,1196,5873,564,4777,1177,5954,1229,3829,1460,5289,1536,4091,891,4982,1091,4229,1198,5427,923,4422,1173,5595,713,4712,1093,5805,659,4588,1271,5859,365,5044,1109,6153,532,4667,1319,5986,556,4678,1284,5962
E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,525,2253,1139,3392,513,2331,1073,3404,519,2569,829,3398,404,2571,942,3513,329,2441,1147,3588,370,2601,946,3547,451,2621,845,3466,387,2637,893,3530,765,2278,874,3152,928,2450,539,2989,726,2433,758,3191,631,2565,721,3286,462,2722,733,3455,460,2731,726,3457,191,1765,1961,3726,378,2761,778,3539,392,2852,673,3525
E92000001,England,E12000008,South East,845,E10000011,East Sussex,532,3034,2097,5131,540,3130,1993,5123,555,3271,1837,5108,427,3653,1583,5236,336,3587,1740,5327,418,3537,1708,5245,483,3634,1546,5180,396,3724,1543,5267,1036,3254,1373,4627,1233,3753,677,4430,902,3544,1217,4761,748,3666,1249,4915,560,3754,1349,5103,562,3635,1466,5101,180,2978,2505,5483,408,3660,1595,5255,422,3725,1516,5241
E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,391,1864,528,2392,362,1899,522,2421,386,2004,393,2397,294,2169,320,2489,196,2249,338,2587,268,2165,350,2515,302,2187,294,2481,256,2252,275,2527,625,1676,482,2158,710,1869,204,2073,503,1948,332,2280,413,2076,294,2370,303,2194,286,2480,293,2147,343,2490,148,2431,204,2635,233,2232,318,2550,210,2300,273,2573
E92000001,England,E12000008,South East,850,E10000014,Hampshire,1457,10786,3757,14543,1539,10823,3638,14461,1582,11491,2927,14418,1286,11936,2778,14714,938,12212,2850,15062,1300,11862,2838,14700,1467,12045,2488,14533,1209,12402,2389,14791,2848,9788,3364,13152,3557,10817,1626,12443,2490,11012,2498,13510,2160,11656,2184,13840,1580,12324,2096,14420,1627,11912,2461,14373,777,13162,2061,15223,1325,12250,2425,14675,1226,12599,2175,14774
E92000001,England,E12000008,South East,851,E06000044,Portsmouth,318,1666,482,2148,322,1626,518,2144,336,1709,421,2130,240,1847,379,2226,166,1828,472,2300,249,1798,419,2217,248,1877,341,2218,224,1901,341,2242,582,1384,500,1884,672,1553,241,1794,501,1597,368,1965,439,1676,351,2027,306,1831,329,2160,313,1801,352,2153,152,1951,363,2314,227,1866,373,2239,228,1918,320,2238
E92000001,England,E12000008,South East,852,E06000045,Southampton,353,1934,745,2679,388,1917,727,2644,421,2056,555,2611,250,2249,533,2782,243,2104,685,2789,297,2202,533,2735,345,2201,486,2687,264,2269,499,2768,706,1796,530,2326,839,2061,132,2193,619,1916,497,2413,529,2049,454,2503,402,2180,450,2630,422,2140,470,2610,155,2312,565,2877,267,2263,502,2765,274,2343,415,2758
E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,125,908,458,1366,146,921,424,1345,158,962,371,1333,146,1035,310,1345,89,1053,349,1402,117,1031,343,1374,129,1092,270,1362,109,1127,255,1382,309,807,375,1182,367,902,222,1124,260,927,304,1231,206,988,297,1285,131,1086,274,1360,122,1058,311,1369,55,1149,287,1436,90,1107,294,1401,91,1103,297,1400
E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,146,993,590,1583,133,983,613,1596,157,1001,571,1572,86,1075,568,1643,73,1003,653,1656,104,1123,502,1625,130,1160,439,1599,104,1209,416,1625,259,1008,462,1470,349,1093,287,1380,255,1088,386,1474,183,1123,423,1546,140,1225,364,1589,99,1184,446,1630,41,1199,489,1688,92,1146,491,1637,91,1191,447,1638
E92000001,England,E12000008,South East,869,E06000037,West Berkshire,152,1276,559,1835,168,1267,552,1819,165,1336,486,1822,126,1367,494,1861,80,1373,534,1907,126,1389,472,1861,140,1447,400,1847,111,1462,414,1876,329,1205,453,1658,424,1300,263,1563,320,1267,400,1667,241,1331,415,1746,124,1516,347,1863,131,1458,398,1856,54,1497,436,1933,101,1426,460,1886,98,1476,413,1889
E92000001,England,E12000008,South East,870,E06000038,Reading,290,1331,436,1767,296,1330,431,1761,325,1353,379,1732,233,1525,299,1824,188,1537,332,1869,252,1476,329,1805,294,1474,289,1763,231,1527,299,1826,466,1155,436,1591,540,1264,253,1517,399,1313,345,1658,365,1414,278,1692,284,1464,309,1773,290,1420,347,1767,151,1630,276,1906,207,1491,359,1850,214,1522,321,1843
E92000001,England,E12000008,South East,871,E06000039,Slough,298,1769,401,2170,333,1759,376,2135,355,1834,279,2113,162,1958,348,2306,183,1975,310,2285,279,1891,298,2189,268,1924,276,2200,211,2005,252,2257,519,1553,396,1949,634,1561,273,1834,474,1694,300,1994,456,1753,259,2012,364,1914,190,2104,375,1909,184,2093,163,2094,211,2305,247,1959,262,2221,257,2011,200,2211
