Country_code,Country_name,GOR_code,GOR_name,Old_LA_Code,New_LA_Code,LA_Name,ELG_1_Emerge,ELG_1_Expect,ELG_1_Exceed,ELG_1_ At least,ELG_2_Emerge,ELG_2_Expect,ELG_2_Exceed,ELG_2_ At least,ELG_3_Emerge,ELG_3_Expect,ELG_3_Exceed,ELG_3_ At least,ELG_4_Emerge,ELG_4_Expect,ELG_4_Exceed,ELG_4_ At least,ELG_5_Emerge,ELG_5_Expect,ELG_5_Exceed,ELG_5_ At least,ELG_6_Emerge,ELG_6_Expect,ELG_6_Exceed,ELG_6_ At least,ELG_7_Emerge,ELG_7_Expect,ELG_7_Exceed,ELG_7_ At least,ELG_8_Emerge,ELG_8_Expect,ELG_8_Exceed,ELG_8_ At least,ELG_9_Emerge,ELG_9_Expect,ELG_9_Exceed,ELG_9_ At least,ELG_10_Emerge,ELG_10_Expect,ELG_10_Exceed,ELG_10_ At least,ELG_11_Emerge,ELG_11_Expect,ELG_11_Exceed,ELG_11_ At least,ELG_12_Emerge,ELG_12_Expect,ELG_12_Exceed,ELG_12_ At least,ELG_13_Emerge,ELG_13_Expect,ELG_13_Exceed,ELG_13_ At least,ELG_14_Emerge,ELG_14_Expect,ELG_14_Exceed,ELG_14_ At least,ELG_15_Emerge,ELG_15_Expect,ELG_15_Exceed,ELG_15_ At least,ELG_16_Emerge,ELG_16_Expect,ELG_16_Exceed,ELG_16_ At least,ELG_17_Emerge,ELG_17_Expect,ELG_17_Exceed,ELG_17_ At least
E92000001,England,E12000008,South East,872,E06000041,Wokingham,197,1446,633,2079,189,1455,632,2087,185,1556,535,2091,148,1656,472,2128,92,1482,702,2184,148,1636,492,2128,185,1718,373,2091,140,1697,439,2136,343,1431,502,1933,471,1542,263,1805,302,1505,469,1974,229,1581,466,2047,186,1627,463,2090,174,1621,481,2102,51,1297,928,2225,128,1681,467,2148,117,1726,433,2159
E92000001,England,E12000008,South East,886,E10000016,Kent,2183,11559,4994,16553,2211,11441,5084,16525,2273,12110,4353,16463,1622,12929,4185,17114,1212,12742,4782,17524,1625,12871,4240,17111,1869,13074,3793,16867,1558,13438,3740,17178,3587,11176,3973,15149,4363,11867,2506,14373,3320,12131,3285,15416,2739,12740,3257,15997,1962,13478,3296,16774,1882,13207,3647,16854,1095,14284,3357,17641,1440,13483,3813,17296,1509,13592,3635,17227
E92000001,England,E12000008,South East,887,E06000035,Medway,425,2212,1006,3218,467,2223,953,3176,465,2385,793,3178,331,2640,672,3312,268,2578,797,3375,326,2505,812,3317,381,2542,720,3262,323,2590,730,3320,737,2169,737,2906,875,2400,368,2768,680,2304,659,2963,575,2429,639,3068,431,2659,553,3212,417,2637,589,3226,184,2681,778,3459,341,2681,621,3302,351,2751,541,3292
E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,173,993,194,1187,176,987,197,1184,174,997,189,1186,161,1061,138,1199,112,1136,112,1248,142,1069,149,1218,157,1100,103,1203,144,1104,112,1216,316,890,154,1044,370,918,72,990,266,969,125,1094,246,1023,91,1114,179,1105,76,1181,200,1044,116,1160,112,1145,103,1248,162,1065,133,1198,160,1081,119,1200
E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,838,5179,1863,7042,874,5101,1905,7006,936,5436,1508,6944,647,6016,1217,7233,546,6066,1268,7334,643,5983,1254,7237,789,6033,1058,7091,620,6212,1048,7260,1595,4880,1405,6285,1980,5243,657,5900,1375,5254,1251,6505,1086,5678,1116,6794,890,6110,880,6990,839,5942,1099,7041,369,6494,1017,7511,616,6098,1166,7264,688,6132,1060,7192
E92000001,England,E12000008,South East,936,E10000030,Surrey,1273,8965,3781,12746,1278,8790,3951,12741,1352,9320,3347,12667,974,9732,3313,13045,650,9298,4071,13369,925,9886,3208,13094,1120,10014,2885,12899,958,10191,2870,13061,2298,8465,3256,11721,2762,9580,1677,11257,1937,9635,2447,12082,1588,9806,2625,12431,1043,10135,2841,12976,1007,9830,3182,13012,343,6878,6798,13676,780,9946,3293,13239,740,10116,3163,13279
E92000001,England,E12000008,South East,938,E10000032,West Sussex,1165,7137,1502,8639,1210,7058,1536,8594,1221,7466,1117,8583,845,7958,1001,8959,637,8077,1090,9167,857,7895,1052,8947,975,7819,1010,8829,836,8087,881,8968,2007,6578,1219,7797,2608,6695,501,7196,1847,7011,946,7957,1490,7611,703,8314,1155,8003,646,8649,1155,7849,800,8649,610,8620,574,9194,921,8078,805,8883,883,8190,731,8921
E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,210,1227,502,1729,227,1222,490,1712,228,1351,360,1711,164,1481,294,1775,141,1521,277,1798,155,1465,319,1784,200,1452,287,1739,160,1503,276,1779,383,1202,354,1556,474,1397,68,1465,370,1325,244,1569,281,1442,216,1658,229,1525,185,1710,223,1501,215,1716,105,1656,178,1834,163,1481,295,1776,184,1495,260,1755
E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",914,3670,996,4666,922,3584,1074,4658,964,3712,904,4616,693,4119,768,4887,567,4252,761,5013,749,4024,807,4831,798,4087,695,4782,690,4188,702,4890,1451,3098,1031,4129,1640,3419,521,3940,1351,3473,756,4229,1173,3659,748,4407,903,4055,622,4677,920,3918,742,4660,463,4548,569,5117,732,4128,720,4848,762,4140,678,4818
E92000001,England,E12000009,South West,802,E06000024,North Somerset,249,1536,689,2225,249,1512,713,2225,255,1634,585,2219,233,1746,495,2241,133,1756,585,2341,180,1759,535,2294,202,1817,455,2272,174,1864,436,2300,434,1486,554,2040,561,1641,272,1913,395,1634,445,2079,343,1728,403,2131,248,1802,424,2226,242,1780,452,2232,136,1883,455,2338,176,1856,442,2298,181,1874,419,2293
E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,359,2163,1005,3168,354,2232,941,3173,353,2399,775,3174,310,2489,728,3217,220,2295,1012,3307,262,2397,868,3265,291,2472,764,3236,250,2507,770,3277,628,2102,797,2899,733,2298,496,2794,564,2269,694,2963,464,2477,586,3063,338,2676,513,3189,328,2620,579,3199,120,2329,1078,3407,277,2619,631,3250,287,2631,609,3240
E92000001,England,E12000009,South West,835,E10000009,Dorset,461,2645,1010,3655,488,2663,965,3628,518,2792,806,3598,365,2965,786,3751,269,2979,868,3847,350,2981,785,3766,451,2955,710,3665,364,3045,707,3752,922,2448,746,3194,1146,2583,387,2970,853,2655,608,3263,672,2844,600,3444,444,3060,612,3672,436,2973,707,3680,154,3330,632,3962,305,3051,760,3811,323,3110,683,3793
E92000001,England,E12000009,South West,836,E06000029,Poole,135,1033,533,1566,150,1028,523,1551,152,1127,422,1549,106,1204,391,1595,77,1171,453,1624,91,1185,425,1610,117,1201,383,1584,81,1244,376,1620,361,1016,324,1340,414,1127,160,1287,306,1105,290,1395,214,1197,290,1487,142,1222,337,1559,137,1200,364,1564,62,1373,266,1639,93,1222,386,1608,79,1233,389,1622
E92000001,England,E12000009,South West,837,E06000028,Bournemouth,213,1240,626,1866,210,1238,631,1869,234,1354,491,1845,166,1505,408,1913,114,1493,472,1965,149,1430,500,1930,196,1449,434,1883,158,1528,393,1921,368,1233,478,1711,478,1337,264,1601,329,1357,393,1750,260,1415,404,1819,172,1501,406,1907,177,1479,423,1902,49,1520,510,2030,108,1563,408,1971,115,1610,354,1964
E92000001,England,E12000009,South West,865,E06000054,Wiltshire,628,3756,1212,4968,631,3782,1183,4965,673,3964,959,4923,455,4284,857,5141,360,4478,758,5236,511,4246,839,5085,577,4306,713,5019,498,4391,707,5098,1178,3414,1004,4418,1515,3657,424,4081,1045,3730,821,4551,860,4040,696,4736,587,4441,568,5009,608,4239,749,4988,255,4796,545,5341,455,4366,775,5141,465,4451,680,5131
E92000001,England,E12000009,South West,866,E06000030,Swindon,427,1980,704,2684,442,1942,727,2669,464,2055,592,2647,332,2210,569,2779,258,2187,666,2853,375,2170,566,2736,400,2230,481,2711,333,2298,480,2778,741,1839,531,2370,856,1984,271,2255,668,1992,451,2443,581,2086,444,2530,444,2315,352,2667,439,2223,449,2672,179,2088,844,2932,331,2267,513,2780,359,2308,444,2752
E92000001,England,E12000009,South West,878,E10000008,Devon,974,5406,1703,7109,976,5353,1754,7107,994,5703,1386,7089,707,6014,1362,7376,549,6163,1371,7534,732,6072,1279,7351,877,6069,1137,7206,719,6192,1172,7364,1826,4637,1620,6257,2128,5166,789,5955,1519,5328,1236,6564,1217,5794,1072,6866,812,6213,1058,7271,842,5881,1360,7241,377,6792,914,7706,662,6109,1312,7421,666,6228,1189,7417
E92000001,England,E12000009,South West,879,E06000026,Plymouth,517,2225,435,2660,504,2231,442,2673,528,2301,348,2649,423,2493,261,2754,303,2648,226,2874,407,2481,289,2770,448,2470,259,2729,403,2518,256,2774,825,1925,427,2352,977,1965,235,2200,770,2049,358,2407,691,2226,260,2486,486,2489,202,2691,521,2428,228,2656,245,2776,156,2932,431,2489,257,2746,432,2536,209,2745
E92000001,England,E12000009,South West,880,E06000027,Torbay,232,1025,196,1221,224,1007,222,1229,220,1041,192,1233,189,1106,158,1264,130,1183,140,1323,176,1091,186,1277,211,1101,141,1242,181,1138,134,1272,335,881,237,1118,358,938,157,1095,314,957,182,1139,282,986,185,1171,192,1113,148,1261,196,1076,181,1257,105,1221,127,1348,163,1111,179,1290,164,1121,168,1289
E92000001,England,E12000009,South West,908,E06000052,Cornwall,809,3901,1336,5237,784,3945,1317,5262,803,4119,1124,5243,654,4389,1003,5392,516,4527,1003,5530,682,4361,1003,5364,779,4390,877,5267,656,4526,864,5390,1423,3512,1111,4623,1736,3692,618,4310,1310,3869,867,4736,1098,4154,794,4948,847,4503,696,5199,819,4315,912,5227,459,5002,585,5587,670,4361,1015,5376,691,4439,916,5355
E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,879,4427,1759,6186,911,4339,1815,6154,921,4626,1518,6144,647,4936,1482,6418,508,4988,1569,6557,689,4934,1442,6376,806,5055,1204,6259,617,5229,1219,6448,1562,4027,1476,5503,1990,4271,804,5075,1511,4338,1216,5554,1154,4634,1277,5911,892,5118,1055,6173,885,4954,1226,6180,346,4967,1752,6719,633,4980,1452,6432,627,5207,1231,6438
E92000001,England,E12000009,South West,933,E10000027,Somerset,665,3850,1445,5295,672,3883,1405,5288,711,4130,1119,5249,542,4486,932,5418,377,4643,940,5583,512,4406,1042,5448,591,4466,903,5369,488,4575,897,5472,1319,3482,1159,4641,1564,3801,595,4396,1177,3876,907,4783,892,4273,795,5068,586,4670,704,5374,560,4561,839,5400,305,5119,536,5655,439,4724,797,5521,470,4801,689,5490
E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,3131,10495,2950,13445,3175,10400,3001,13401,3340,10626,2610,13236,2220,11801,2555,14356,2153,11671,2752,14423,2535,11524,2517,14041,2641,11693,2242,13935,2383,11914,2279,14193,4703,9405,2468,11873,5221,9587,1768,11355,4436,9940,2200,12140,4134,10383,2059,12442,3496,11145,1935,13080,3608,11002,1966,12968,2205,12531,1840,14371,2804,11607,2165,13772,3008,11530,2038,13568
E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,806,3107,672,3779,861,3067,657,3724,907,3208,470,3678,606,3528,451,3979,550,3540,495,4035,683,3410,492,3902,681,3486,418,3904,595,3619,371,3990,1196,2802,587,3389,1391,2912,282,3194,1144,2896,545,3441,1047,3161,377,3538,868,3418,299,3717,848,3396,341,3737,429,3812,344,4156,629,3557,399,3956,670,3573,342,3915
E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,732,2478,835,3313,730,2455,860,3315,758,2570,717,3287,573,2851,621,3472,460,2860,725,3585,581,2793,671,3464,624,2820,601,3421,552,2911,582,3493,1058,2312,675,2987,1231,2362,452,2814,983,2407,655,3062,931,2497,617,3114,756,2779,510,3289,758,2715,572,3287,519,3186,340,3526,691,2842,512,3354,666,2875,504,3379
E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,848,3298,807,4105,902,3281,770,4051,936,3365,652,4017,669,3755,529,4284,637,3745,571,4316,758,3564,631,4195,787,3621,545,4166,678,3765,510,4275,1582,2758,613,3371,1715,2859,379,3238,1450,3038,465,3503,1375,3179,399,3578,1108,3500,345,3845,1078,3523,352,3875,699,3966,288,4254,857,3689,407,4096,895,3687,371,4058
E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,403,1822,691,2513,429,1804,683,2487,440,1858,618,2476,330,2019,567,2586,290,1978,648,2626,324,2005,587,2592,347,2058,511,2569,319,2065,532,2597,583,1681,652,2333,721,1742,453,2195,557,1812,547,2359,510,1879,527,2406,404,2000,512,2512,406,1966,544,2510,270,2179,467,2646,390,2023,503,2526,395,2033,488,2521
E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,697,2671,529,3200,712,2626,559,3185,703,2733,461,3194,456,3106,335,3441,518,3035,344,3379,628,2839,430,3269,634,2922,341,3263,533,3021,343,3364,1097,2384,416,2800,1254,2461,182,2643,1048,2545,304,2849,1039,2634,224,2858,893,2819,185,3004,887,2823,187,3010,506,3236,155,3391,735,2942,220,3162,749,2956,192,3148
E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,687,2358,539,2897,723,2323,538,2861,741,2366,477,2843,497,2570,517,3087,442,2639,503,3142,543,2598,443,3041,578,2634,372,3006,507,2683,394,3077,1007,2027,550,2577,1157,2068,359,2427,971,2133,480,2613,866,2300,418,2718,761,2496,327,2823,736,2479,369,2848,469,2768,347,3115,651,2598,335,2933,679,2598,307,2905
E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,1217,5471,2885,8356,1218,5457,2898,8355,1227,5842,2504,8346,969,6233,2371,8604,775,6070,2728,8798,953,6144,2476,8620,1039,6241,2293,8534,920,6333,2320,8653,1892,5366,2315,7681,2272,5677,1624,7301,1746,5790,2037,7827,1595,5977,2001,7978,1237,6489,1847,8336,1247,6279,2047,8326,764,6730,2079,8809,1016,6531,2026,8557,1065,6577,1931,8508
E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,679,1893,808,2701,724,1866,790,2656,743,1944,693,2637,630,2123,627,2750,563,2120,697,2817,618,2116,646,2762,610,2178,592,2770,559,2227,594,2821,1036,1733,611,2344,1104,1853,423,2276,933,1901,546,2447,904,1956,520,2476,816,2123,441,2564,814,2110,456,2566,529,2313,538,2851,729,2135,516,2651,737,2188,455,2643
E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",224,1248,441,1689,240,1242,431,1673,229,1328,356,1684,119,1438,356,1794,127,1452,334,1786,180,1420,313,1733,213,1405,295,1700,172,1437,304,1741,370,1190,353,1543,431,1322,160,1482,358,1303,252,1555,302,1373,238,1611,242,1460,211,1671,234,1423,256,1679,109,1596,208,1804,164,1504,245,1749,180,1505,228,1733
E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,937,4251,1463,5714,944,4247,1460,5707,968,4494,1189,5683,742,4849,1060,5909,539,4944,1168,6112,739,4746,1166,5912,833,4815,1003,5818,681,5033,937,5970,1525,3950,1176,5126,1812,4189,650,4839,1432,4274,945,5219,1225,4531,895,5426,884,4960,807,5767,893,4756,1002,5758,392,5276,983,6259,681,4945,1025,5970,707,5006,938,5944
E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,324,1904,834,2738,337,1886,839,2725,368,1999,695,2694,222,2093,747,2840,163,2055,844,2899,251,2049,762,2811,275,2109,678,2787,253,2153,656,2809,625,1758,679,2437,771,1919,372,2291,613,1918,531,2449,473,2041,548,2589,294,2216,552,2768,289,2184,589,2773,145,2247,670,2917,234,2224,604,2828,252,2249,561,2810
E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,367,1476,475,1951,355,1474,489,1963,375,1521,422,1943,259,1664,395,2059,205,1718,395,2113,270,1659,389,2048,298,1657,363,2020,264,1676,378,2054,559,1255,504,1759,639,1360,319,1679,529,1393,396,1789,483,1490,345,1835,328,1694,296,1990,327,1598,393,1991,237,1798,283,2081,293,1701,324,2025,297,1670,351,2021
E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,899,4340,1366,5706,909,4302,1394,5696,913,4593,1099,5692,695,4840,1070,5910,541,4908,1156,6064,682,4868,1055,5923,734,4939,932,5871,621,5064,920,5984,1362,3826,1417,5243,1665,4164,776,4940,1283,4223,1099,5322,1130,4514,961,5475,883,4991,731,5722,909,4824,872,5696,442,5493,670,6163,724,4962,919,5881,747,5038,820,5858
E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,466,1922,623,2545,445,1947,619,2566,448,2001,562,2563,329,2144,538,2682,288,2214,509,2723,388,2152,471,2623,444,2168,399,2567,363,2235,413,2648,819,1746,446,2192,920,1870,221,2091,719,1906,386,2292,642,2031,338,2369,497,2241,273,2514,485,2235,291,2526,193,2087,731,2818,406,2214,391,2605,396,2262,353,2615
E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,512,2341,872,3213,535,2324,866,3190,537,2430,758,3188,446,2580,699,3279,418,2560,747,3307,470,2535,720,3255,503,2578,644,3222,442,2637,646,3283,969,2114,642,2756,1078,2206,441,2647,882,2293,550,2843,807,2402,516,2918,644,2597,484,3081,636,2572,517,3089,332,2799,594,3393,544,2621,560,3181,564,2598,563,3161
E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,483,2087,837,2924,475,2106,826,2932,514,2262,631,2893,334,2402,671,3073,347,2432,628,3060,386,2369,652,3021,425,2390,592,2982,368,2458,581,3039,816,1945,646,2591,890,2069,448,2517,711,2148,548,2696,635,2212,560,2772,523,2461,423,2884,505,2434,468,2902,279,2637,491,3128,415,2434,558,2992,442,2476,489,2965
E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,793,4428,1338,5766,795,4487,1277,5764,816,4691,1052,5743,391,5188,980,6168,487,4955,1117,6072,653,4997,909,5906,755,4923,881,5804,640,5095,824,5919,1746,3736,1077,4813,1887,4107,565,4672,1496,4211,852,5063,1294,4455,810,5265,918,4928,713,5641,928,4795,836,5631,305,5464,790,6254,581,5149,829,5978,663,5218,678,5896
E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,1217,4687,1892,6579,1292,4673,1831,6504,1308,4904,1584,6488,781,5518,1497,7015,856,5369,1571,6940,1023,5285,1488,6773,1123,5378,1295,6673,864,5607,1325,6932,2186,4508,1102,5610,2418,4648,730,5378,2031,4704,1061,5765,1856,4985,955,5940,1512,5392,892,6284,1544,5341,911,6252,657,6073,1066,7139,1148,5534,1114,6648,1272,5538,986,6524
E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,409,1841,615,2456,381,1853,631,2484,389,1913,563,2476,294,2103,468,2571,278,2120,467,2587,321,2073,471,2544,358,2096,411,2507,267,2189,409,2598,708,1660,497,2157,851,1738,276,2014,673,1813,379,2192,616,1909,340,2249,471,2065,329,2394,473,1992,400,2392,261,2253,351,2604,372,2125,368,2493,388,2100,377,2477
E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,835,3506,1193,4699,839,3546,1149,4695,863,3720,951,4671,645,3943,946,4889,511,3979,1044,5023,576,4000,958,4958,655,3991,888,4879,552,4118,864,4982,1346,3238,950,4188,1582,3333,619,3952,1318,3375,841,4216,1140,3655,739,4394,792,4093,649,4742,791,3972,771,4743,453,4291,790,5081,630,4145,759,4904,654,4126,754,4880
E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1511,6336,2474,8810,1568,6331,2422,8753,1777,6608,1936,8544,1058,7362,1901,9263,818,7084,2419,9503,1244,7137,1940,9077,1410,7239,1672,8911,1100,7479,1742,9221,2948,5857,1516,7373,3483,5955,883,6838,2758,6335,1228,7563,2408,6683,1230,7913,1690,7004,1627,8631,1748,6915,1658,8573,671,7755,1895,9650,1202,7221,1898,9119,1245,7235,1841,9076
E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,696,2768,748,3516,683,2756,773,3529,736,2797,679,3476,599,3073,540,3613,593,3076,543,3619,587,3000,625,3625,661,3092,459,3551,612,3130,470,3600,1153,2410,649,3059,1293,2504,415,2919,1046,2622,544,3166,972,2770,470,3240,856,2995,361,3356,843,2968,401,3369,499,3404,309,3713,711,3110,391,3501,733,3133,346,3479
E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston Upon Hull, City of",687,2315,585,2900,729,2280,578,2858,751,2302,534,2836,629,2522,436,2958,490,2685,412,3097,557,2547,483,3030,580,2595,412,3007,522,2638,427,3065,1087,2042,458,2500,1186,2047,354,2401,955,2215,417,2632,920,2380,287,2667,789,2480,318,2798,831,2426,330,2756,391,2870,326,3196,700,2539,348,2887,666,2613,308,2921
E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,450,2289,976,3265,415,2258,1042,3300,437,2403,875,3278,334,2496,885,3381,235,2462,1018,3480,300,2580,835,3415,384,2578,753,3331,295,2677,743,3420,770,2124,821,2945,963,2230,522,2752,717,2270,728,2998,604,2399,712,3111,417,2650,648,3298,401,2588,726,3314,172,2788,755,3543,324,2628,763,3391,317,2739,659,3398
E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,250,1362,381,1743,260,1369,364,1733,279,1390,324,1714,247,1472,274,1746,165,1466,362,1828,203,1475,315,1790,215,1497,281,1778,201,1514,278,1792,499,1177,317,1494,547,1245,201,1446,433,1310,250,1560,407,1404,182,1586,270,1523,200,1723,278,1519,196,1715,147,1645,201,1846,235,1468,290,1758,244,1533,216,1749
E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,265,1299,443,1742,285,1313,409,1722,288,1392,327,1719,213,1427,367,1794,182,1475,350,1825,189,1466,352,1818,207,1487,313,1800,189,1484,334,1818,443,1178,386,1564,521,1287,199,1486,404,1313,290,1603,374,1400,233,1633,286,1510,211,1721,285,1494,228,1722,139,1665,203,1868,231,1535,241,1776,236,1550,221,1771
E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,733,4057,1406,5463,760,4033,1403,5436,774,4281,1141,5422,581,4494,1121,5615,432,4671,1093,5764,544,4531,1121,5652,633,4690,873,5563,528,4803,865,5668,1303,3718,1175,4893,1618,3894,684,4578,1174,3955,1067,5022,971,4334,891,5225,748,4771,677,5448,723,4614,859,5473,383,5029,784,5813,575,4712,909,5621,592,4800,804,5604
E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,191,1277,540,1817,194,1266,548,1814,206,1308,494,1802,187,1401,420,1821,135,1425,448,1873,181,1389,438,1827,205,1436,367,1803,160,1485,363,1848,376,1152,480,1632,475,1283,250,1533,339,1254,415,1669,309,1326,373,1699,214,1475,319,1794,191,1415,402,1817,83,1576,349,1925,165,1405,438,1843,147,1466,395,1861
